filename,image_name,pred_len,pred_cls,classes_agree,lengths_agree,pred_cls_literal
C:\Users\Kaining\Pictures\Every5days\cam3\094\img001_103_2021-11-09_01-49-21.jpg,img001_103_2021-11-09_01-49-21.jpg,15.560547828674316,3,1,1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img002_103_2021-11-09_01-49-30.jpg,img002_103_2021-11-09_01-49-30.jpg,3.1090352535247803,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img003_103_2021-11-09_01-49-40.jpg,img003_103_2021-11-09_01-49-40.jpg,7.312104225158691,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img004_103_2021-11-09_01-49-49.jpg,img004_103_2021-11-09_01-49-49.jpg,32.83460235595703,6,1,1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img005_103_2021-11-09_01-49-58.jpg,img005_103_2021-11-09_01-49-58.jpg,35.40119171142578,6,1,-1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img006_103_2021-11-09_01-50-08.jpg,img006_103_2021-11-09_01-50-08.jpg,15.552133560180664,3,-1,-1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img007_103_2021-11-09_01-50-17.jpg,img007_103_2021-11-09_01-50-17.jpg,8.35180377960205,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img008_103_2021-11-09_01-50-26.jpg,img008_103_2021-11-09_01-50-26.jpg,10.653671264648438,3,1,-1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img009_103_2021-11-09_01-50-36.jpg,img009_103_2021-11-09_01-50-36.jpg,19.126998901367188,4,-1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img010_103_2021-11-09_01-50-45.jpg,img010_103_2021-11-09_01-50-45.jpg,3.6018009185791016,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img011_103_2021-11-09_01-50-54.jpg,img011_103_2021-11-09_01-50-54.jpg,2.9521799087524414,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img012_103_2021-11-09_01-51-04.jpg,img012_103_2021-11-09_01-51-04.jpg,3.239706516265869,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img013_103_2021-11-09_01-51-13.jpg,img013_103_2021-11-09_01-51-13.jpg,15.651312828063965,3,-1,-1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\094\img014_103_2021-11-09_01-51-23.jpg,img014_103_2021-11-09_01-51-23.jpg,4.383448123931885,1,1,-1,between 4 to 8 mm
