filename,image_name,pred_len,pred_cls,classes_agree,lengths_agree,pred_cls_literal
C:\Users\Kaining\Pictures\Every5days\cam3\041\img001_103_2021-09-20_02-49-21.jpg,img001_103_2021-09-20_02-49-21.jpg,3.57128643989563,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img002_103_2021-09-20_02-49-30.jpg,img002_103_2021-09-20_02-49-30.jpg,1.3205660581588745,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img003_103_2021-09-20_02-49-40.jpg,img003_103_2021-09-20_02-49-40.jpg,3.1028003692626953,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img004_103_2021-09-20_02-49-49.jpg,img004_103_2021-09-20_02-49-49.jpg,3.167264223098755,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img005_103_2021-09-20_02-49-58.jpg,img005_103_2021-09-20_02-49-58.jpg,2.463160514831543,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img006_103_2021-09-20_02-50-08.jpg,img006_103_2021-09-20_02-50-08.jpg,3.6747374534606934,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img007_103_2021-09-20_02-50-17.jpg,img007_103_2021-09-20_02-50-17.jpg,3.4282097816467285,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img008_103_2021-09-20_02-50-26.jpg,img008_103_2021-09-20_02-50-26.jpg,2.4728243350982666,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img009_103_2021-09-20_02-50-36.jpg,img009_103_2021-09-20_02-50-36.jpg,3.1994595527648926,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img010_103_2021-09-20_02-50-45.jpg,img010_103_2021-09-20_02-50-45.jpg,3.3065245151519775,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img011_103_2021-09-20_02-50-54.jpg,img011_103_2021-09-20_02-50-54.jpg,3.399866819381714,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img012_103_2021-09-20_02-51-04.jpg,img012_103_2021-09-20_02-51-04.jpg,3.341862678527832,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img013_103_2021-09-20_02-51-13.jpg,img013_103_2021-09-20_02-51-13.jpg,3.310378074645996,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img014_103_2021-09-20_02-51-22.jpg,img014_103_2021-09-20_02-51-22.jpg,3.110036849975586,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img015_103_2021-09-20_02-51-32.jpg,img015_103_2021-09-20_02-51-32.jpg,22.838438034057617,4,-1,-1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img016_103_2021-09-20_02-51-41.jpg,img016_103_2021-09-20_02-51-41.jpg,41.178321838378906,7,-1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img017_103_2021-09-20_02-51-51.jpg,img017_103_2021-09-20_02-51-51.jpg,54.68355178833008,8,-1,1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img018_103_2021-09-20_02-52-00.jpg,img018_103_2021-09-20_02-52-00.jpg,65.18586730957031,9,-1,-1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img019_103_2021-09-20_02-52-09.jpg,img019_103_2021-09-20_02-52-09.jpg,45.563697814941406,7,-1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img020_103_2021-09-20_02-52-19.jpg,img020_103_2021-09-20_02-52-19.jpg,16.320648193359375,3,1,1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img021_103_2021-09-20_02-52-28.jpg,img021_103_2021-09-20_02-52-28.jpg,13.337016105651855,3,1,1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img022_103_2021-09-20_02-52-37.jpg,img022_103_2021-09-20_02-52-37.jpg,7.836217880249023,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img023_103_2021-09-20_02-52-47.jpg,img023_103_2021-09-20_02-52-47.jpg,25.625425338745117,4,1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img024_103_2021-09-20_02-52-56.jpg,img024_103_2021-09-20_02-52-56.jpg,9.851597785949707,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img025_103_2021-09-20_02-53-05.jpg,img025_103_2021-09-20_02-53-05.jpg,47.344398498535156,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img026_103_2021-09-20_02-53-15.jpg,img026_103_2021-09-20_02-53-15.jpg,45.322181701660156,7,-1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img027_103_2021-09-20_02-53-24.jpg,img027_103_2021-09-20_02-53-24.jpg,40.496185302734375,7,-1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img028_103_2021-09-20_02-53-33.jpg,img028_103_2021-09-20_02-53-33.jpg,8.533961296081543,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img029_103_2021-09-20_02-53-43.jpg,img029_103_2021-09-20_02-53-43.jpg,14.997167587280273,3,1,1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img030_103_2021-09-20_02-53-52.jpg,img030_103_2021-09-20_02-53-52.jpg,19.302268981933594,4,1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img031_103_2021-09-20_02-54-01.jpg,img031_103_2021-09-20_02-54-01.jpg,5.849610805511475,1,1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img032_103_2021-09-20_02-54-11.jpg,img032_103_2021-09-20_02-54-11.jpg,3.7718636989593506,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img033_103_2021-09-20_02-54-20.jpg,img033_103_2021-09-20_02-54-20.jpg,32.4742546081543,6,1,1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img034_103_2021-09-20_02-54-29.jpg,img034_103_2021-09-20_02-54-29.jpg,8.74555492401123,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img035_103_2021-09-20_02-54-39.jpg,img035_103_2021-09-20_02-54-39.jpg,63.01830291748047,9,-1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img036_103_2021-09-20_02-54-48.jpg,img036_103_2021-09-20_02-54-48.jpg,59.5605354309082,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img037_103_2021-09-20_02-54-57.jpg,img037_103_2021-09-20_02-54-57.jpg,55.85148620605469,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img038_103_2021-09-20_02-55-07.jpg,img038_103_2021-09-20_02-55-07.jpg,54.04795455932617,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img039_103_2021-09-20_02-55-16.jpg,img039_103_2021-09-20_02-55-16.jpg,51.40085220336914,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img040_103_2021-09-20_02-55-25.jpg,img040_103_2021-09-20_02-55-25.jpg,51.3118896484375,9,-1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img041_103_2021-09-20_02-55-35.jpg,img041_103_2021-09-20_02-55-35.jpg,52.34858322143555,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\041\img042_103_2021-09-20_02-55-44.jpg,img042_103_2021-09-20_02-55-44.jpg,53.9592399597168,9,1,1,between 68 to 100 mm
