filename,image_name,pred_len,pred_cls,classes_agree,lengths_agree,pred_cls_literal
C:\Users\Kaining\Pictures\Every5days\cam3\056\img002_103_2021-10-05_02-49-23.jpg,img002_103_2021-10-05_02-49-23.jpg,20.114391326904297,4,1,-1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img003_103_2021-10-05_02-49-32.jpg,img003_103_2021-10-05_02-49-32.jpg,3.1666860580444336,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img004_103_2021-10-05_02-49-41.jpg,img004_103_2021-10-05_02-49-41.jpg,7.556014060974121,1,1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img005_103_2021-10-05_02-49-51.jpg,img005_103_2021-10-05_02-49-51.jpg,9.97968864440918,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img006_103_2021-10-05_02-50-00.jpg,img006_103_2021-10-05_02-50-00.jpg,41.03764724731445,7,1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img007_103_2021-10-05_02-50-10.jpg,img007_103_2021-10-05_02-50-10.jpg,33.24108123779297,6,1,1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img008_103_2021-10-05_02-50-19.jpg,img008_103_2021-10-05_02-50-19.jpg,8.403502464294434,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img009_103_2021-10-05_02-50-28.jpg,img009_103_2021-10-05_02-50-28.jpg,10.27746295928955,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img010_103_2021-10-05_02-50-38.jpg,img010_103_2021-10-05_02-50-38.jpg,19.72330093383789,4,1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img011_103_2021-10-05_02-50-47.jpg,img011_103_2021-10-05_02-50-47.jpg,3.3201332092285156,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img012_103_2021-10-05_02-50-56.jpg,img012_103_2021-10-05_02-50-56.jpg,3.1006813049316406,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img013_103_2021-10-05_02-51-06.jpg,img013_103_2021-10-05_02-51-06.jpg,1.7380849123001099,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img014_103_2021-10-05_02-51-15.jpg,img014_103_2021-10-05_02-51-15.jpg,6.576145172119141,1,1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img015_103_2021-10-05_02-51-24.jpg,img015_103_2021-10-05_02-51-24.jpg,5.6308979988098145,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img016_103_2021-10-05_02-51-34.jpg,img016_103_2021-10-05_02-51-34.jpg,25.366737365722656,4,-1,-1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img017_103_2021-10-05_02-51-43.jpg,img017_103_2021-10-05_02-51-43.jpg,51.731842041015625,7,-1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img018_103_2021-10-05_02-51-52.jpg,img018_103_2021-10-05_02-51-52.jpg,57.068199157714844,8,1,1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img019_103_2021-10-05_02-52-02.jpg,img019_103_2021-10-05_02-52-02.jpg,53.96104049682617,8,1,1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img020_103_2021-10-05_02-52-11.jpg,img020_103_2021-10-05_02-52-11.jpg,50.854915618896484,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img021_103_2021-10-05_02-52-21.jpg,img021_103_2021-10-05_02-52-21.jpg,44.379310607910156,7,-1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img022_103_2021-10-05_02-52-30.jpg,img022_103_2021-10-05_02-52-30.jpg,35.11627960205078,6,-1,-1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img023_103_2021-10-05_02-52-39.jpg,img023_103_2021-10-05_02-52-39.jpg,18.555206298828125,4,1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img024_103_2021-10-05_02-52-49.jpg,img024_103_2021-10-05_02-52-49.jpg,45.336421966552734,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img025_103_2021-10-05_02-52-58.jpg,img025_103_2021-10-05_02-52-58.jpg,34.72673034667969,6,-1,-1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img026_103_2021-10-05_02-53-07.jpg,img026_103_2021-10-05_02-53-07.jpg,54.90708923339844,8,1,1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img027_103_2021-10-05_02-53-17.jpg,img027_103_2021-10-05_02-53-17.jpg,47.632301330566406,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img028_103_2021-10-05_02-53-26.jpg,img028_103_2021-10-05_02-53-26.jpg,30.50186538696289,6,-1,1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img029_103_2021-10-05_02-53-35.jpg,img029_103_2021-10-05_02-53-35.jpg,9.50367546081543,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img030_103_2021-10-05_02-53-45.jpg,img030_103_2021-10-05_02-53-45.jpg,10.383769035339355,1,-1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img031_103_2021-10-05_02-53-54.jpg,img031_103_2021-10-05_02-53-54.jpg,10.413352966308594,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img032_103_2021-10-05_02-54-03.jpg,img032_103_2021-10-05_02-54-03.jpg,46.270565032958984,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img033_103_2021-10-05_02-54-13.jpg,img033_103_2021-10-05_02-54-13.jpg,3.51214599609375,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img034_103_2021-10-05_02-54-22.jpg,img034_103_2021-10-05_02-54-22.jpg,8.74841594696045,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img035_103_2021-10-05_02-54-32.jpg,img035_103_2021-10-05_02-54-32.jpg,36.608646392822266,6,1,1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img036_103_2021-10-05_02-54-41.jpg,img036_103_2021-10-05_02-54-41.jpg,56.77976608276367,8,1,1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img037_103_2021-10-05_02-54-50.jpg,img037_103_2021-10-05_02-54-50.jpg,53.582496643066406,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img038_103_2021-10-05_02-55-00.jpg,img038_103_2021-10-05_02-55-00.jpg,55.155967712402344,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img039_103_2021-10-05_02-55-09.jpg,img039_103_2021-10-05_02-55-09.jpg,53.188880920410156,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img040_103_2021-10-05_02-55-18.jpg,img040_103_2021-10-05_02-55-18.jpg,49.50423049926758,9,-1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img041_103_2021-10-05_02-55-28.jpg,img041_103_2021-10-05_02-55-28.jpg,50.31169509887695,9,-1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img042_103_2021-10-05_02-55-37.jpg,img042_103_2021-10-05_02-55-37.jpg,52.15226364135742,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\056\img043_103_2021-10-05_02-55-46.jpg,img043_103_2021-10-05_02-55-46.jpg,53.9356689453125,9,1,1,between 68 to 100 mm
