filename,image_name,pred_len,pred_cls,classes_agree,lengths_agree,pred_cls_literal
C:\Users\Kaining\Pictures\Every5days\cam3\011\img001_2021-08-21_02-49-21.jpg,img001_2021-08-21_02-49-21.jpg,3.5245590209960938,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img002_2021-08-21_02-49-30.jpg,img002_2021-08-21_02-49-30.jpg,3.165459394454956,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img003_2021-08-21_02-49-40.jpg,img003_2021-08-21_02-49-40.jpg,3.5142784118652344,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img004_2021-08-21_02-49-49.jpg,img004_2021-08-21_02-49-49.jpg,1.9745278358459473,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img005_2021-08-21_02-49-58.jpg,img005_2021-08-21_02-49-58.jpg,1.6291555166244507,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img006_2021-08-21_02-50-08.jpg,img006_2021-08-21_02-50-08.jpg,2.580315113067627,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img007_2021-08-21_02-50-17.jpg,img007_2021-08-21_02-50-17.jpg,2.103966236114502,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img008_2021-08-21_02-50-26.jpg,img008_2021-08-21_02-50-26.jpg,3.5607340335845947,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img009_2021-08-21_02-50-36.jpg,img009_2021-08-21_02-50-36.jpg,2.128000259399414,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img010_2021-08-21_02-50-45.jpg,img010_2021-08-21_02-50-45.jpg,3.527463912963867,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img011_2021-08-21_02-50-54.jpg,img011_2021-08-21_02-50-54.jpg,1.9599876403808594,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img012_2021-08-21_02-51-04.jpg,img012_2021-08-21_02-51-04.jpg,1.965194582939148,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img013_2021-08-21_02-51-13.jpg,img013_2021-08-21_02-51-13.jpg,3.2553014755249023,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img014_2021-08-21_02-51-23.jpg,img014_2021-08-21_02-51-23.jpg,3.359558343887329,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img015_2021-08-21_02-51-32.jpg,img015_2021-08-21_02-51-32.jpg,3.29660964012146,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img016_2021-08-21_02-51-41.jpg,img016_2021-08-21_02-51-41.jpg,3.193707227706909,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img017_2021-08-21_02-51-51.jpg,img017_2021-08-21_02-51-51.jpg,2.522576093673706,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img018_2021-08-21_02-52-00.jpg,img018_2021-08-21_02-52-00.jpg,3.082550525665283,0,-1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img019_2021-08-21_02-52-09.jpg,img019_2021-08-21_02-52-09.jpg,2.1512327194213867,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img020_2021-08-21_02-52-19.jpg,img020_2021-08-21_02-52-19.jpg,8.377678871154785,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img021_2021-08-21_02-52-28.jpg,img021_2021-08-21_02-52-28.jpg,6.3922247886657715,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img022_2021-08-21_02-52-37.jpg,img022_2021-08-21_02-52-37.jpg,3.359771966934204,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img023_2021-08-21_02-52-47.jpg,img023_2021-08-21_02-52-47.jpg,7.981583118438721,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img024_2021-08-21_02-52-56.jpg,img024_2021-08-21_02-52-56.jpg,8.431478500366211,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img025_2021-08-21_02-53-06.jpg,img025_2021-08-21_02-53-06.jpg,6.8607635498046875,1,1,1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img026_2021-08-21_02-53-15.jpg,img026_2021-08-21_02-53-15.jpg,3.3729429244995117,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img027_2021-08-21_02-53-24.jpg,img027_2021-08-21_02-53-24.jpg,2.0616302490234375,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img028_2021-08-21_02-53-34.jpg,img028_2021-08-21_02-53-34.jpg,19.793331146240234,4,1,-1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img029_2021-08-21_02-53-43.jpg,img029_2021-08-21_02-53-43.jpg,12.664188385009766,3,1,1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img030_2021-08-21_02-53-52.jpg,img030_2021-08-21_02-53-52.jpg,7.212779521942139,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img031_2021-08-21_02-54-02.jpg,img031_2021-08-21_02-54-02.jpg,3.4172098636627197,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img032_2021-08-21_02-54-11.jpg,img032_2021-08-21_02-54-11.jpg,3.3956360816955566,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img033_2021-08-21_02-54-20.jpg,img033_2021-08-21_02-54-20.jpg,22.654869079589844,4,1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img034_2021-08-21_02-54-30.jpg,img034_2021-08-21_02-54-30.jpg,46.201778411865234,7,-1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img035_2021-08-21_02-54-39.jpg,img035_2021-08-21_02-54-39.jpg,60.414554595947266,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img036_2021-08-21_02-54-48.jpg,img036_2021-08-21_02-54-48.jpg,51.65755081176758,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img037_2021-08-21_02-54-58.jpg,img037_2021-08-21_02-54-58.jpg,52.42168426513672,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img038_2021-08-21_02-55-07.jpg,img038_2021-08-21_02-55-07.jpg,53.044456481933594,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img039_2021-08-21_02-55-16.jpg,img039_2021-08-21_02-55-16.jpg,52.04316329956055,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img040_2021-08-21_02-55-26.jpg,img040_2021-08-21_02-55-26.jpg,49.5690803527832,9,-1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img041_2021-08-21_02-55-35.jpg,img041_2021-08-21_02-55-35.jpg,50.65304183959961,9,1,1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\011\img042_2021-08-21_02-55-44.jpg,img042_2021-08-21_02-55-44.jpg,54.294822692871094,9,1,1,between 68 to 100 mm
