filename,image_name,pred_len,pred_cls,classes_agree,lengths_agree,pred_cls_literal
C:\Users\Kaining\Pictures\Every5days\cam3\061\img001_103_2021-10-10_02-49-21.jpg,img001_103_2021-10-10_02-49-21.jpg,20.232364654541016,4,1,-1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img002_103_2021-10-10_02-49-30.jpg,img002_103_2021-10-10_02-49-30.jpg,3.3474228382110596,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img003_103_2021-10-10_02-49-40.jpg,img003_103_2021-10-10_02-49-40.jpg,7.316164493560791,1,1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img004_103_2021-10-10_02-49-49.jpg,img004_103_2021-10-10_02-49-49.jpg,42.377777099609375,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img005_103_2021-10-10_02-49-58.jpg,img005_103_2021-10-10_02-49-58.jpg,41.29848098754883,7,1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img006_103_2021-10-10_02-50-08.jpg,img006_103_2021-10-10_02-50-08.jpg,12.60571002960205,3,-1,-1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img007_103_2021-10-10_02-50-17.jpg,img007_103_2021-10-10_02-50-17.jpg,7.109436511993408,1,-1,-1,between 4 to 8 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img008_103_2021-10-10_02-50-26.jpg,img008_103_2021-10-10_02-50-26.jpg,14.326055526733398,3,-1,-1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img009_103_2021-10-10_02-50-36.jpg,img009_103_2021-10-10_02-50-36.jpg,13.039017677307129,3,1,1,between 13 to 18 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img010_103_2021-10-10_02-50-45.jpg,img010_103_2021-10-10_02-50-45.jpg,3.215859889984131,0,1,1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img011_103_2021-10-10_02-50-54.jpg,img011_103_2021-10-10_02-50-54.jpg,3.025336265563965,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img012_103_2021-10-10_02-51-04.jpg,img012_103_2021-10-10_02-51-04.jpg,3.221893787384033,0,1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img013_103_2021-10-10_02-51-13.jpg,img013_103_2021-10-10_02-51-13.jpg,18.17372703552246,4,1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img014_103_2021-10-10_02-51-23.jpg,img014_103_2021-10-10_02-51-23.jpg,3.0719494819641113,0,-1,-1,between 0 to 4 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img015_103_2021-10-10_02-51-32.jpg,img015_103_2021-10-10_02-51-32.jpg,34.06011962890625,6,-1,1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img016_103_2021-10-10_02-51-41.jpg,img016_103_2021-10-10_02-51-41.jpg,57.70194625854492,8,-1,-1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img017_103_2021-10-10_02-51-51.jpg,img017_103_2021-10-10_02-51-51.jpg,55.87946701049805,8,-1,1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img018_103_2021-10-10_02-52-00.jpg,img018_103_2021-10-10_02-52-00.jpg,63.20514678955078,9,-1,-1,between 68 to 100 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img019_103_2021-10-10_02-52-09.jpg,img019_103_2021-10-10_02-52-09.jpg,42.20826721191406,7,-1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img020_103_2021-10-10_02-52-19.jpg,img020_103_2021-10-10_02-52-19.jpg,43.51106643676758,7,-1,-1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img021_103_2021-10-10_02-52-28.jpg,img021_103_2021-10-10_02-52-28.jpg,21.261428833007812,4,1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img022_103_2021-10-10_02-52-37.jpg,img022_103_2021-10-10_02-52-37.jpg,25.94698715209961,4,-1,1,between 18 to 25 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img023_103_2021-10-10_02-52-47.jpg,img023_103_2021-10-10_02-52-47.jpg,49.09392547607422,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img024_103_2021-10-10_02-52-56.jpg,img024_103_2021-10-10_02-52-56.jpg,43.7442626953125,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img025_103_2021-10-10_02-53-05.jpg,img025_103_2021-10-10_02-53-05.jpg,60.5411376953125,8,1,1,between 53 to 68 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img026_103_2021-10-10_02-53-15.jpg,img026_103_2021-10-10_02-53-15.jpg,51.92731857299805,7,1,1,between 42 to 53 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img027_103_2021-10-10_02-53-24.jpg,img027_103_2021-10-10_02-53-24.jpg,30.962656021118164,6,1,1,between 32 to 42 mm
C:\Users\Kaining\Pictures\Every5days\cam3\061\img028_103_2021-10-10_02-53-34.jpg,img028_103_2021-10-10_02-53-34.jpg,8.543354034423828,1,-1,-1,between 4 to 8 mm
